id_cliente,nombre,edad,genero,ciudad,distrito,fecha_registro,canal_preferido,segmento
C00763,Regina Galvez Cortes,49.0,F,Arequipa,Yanahuara,2022-08-20,Tienda,Masivo
C07790,Bienvenida Piñeiro Rovira,,M,Lima,Miraflores,2022-08-20,Tienda,Masivo
C03332,Patricia del Macías,52.0,M,Arequipa,Yanahuara,2022-08-20,Tienda,Masivo
C03533,Caridad Becerra Almazán,32.0,M,Piura,Castilla,2022-08-20,Tienda,Masivo
C05816,Beatriz Gomez Casanova,35.0,M,Arequipa,Socabaya,2022-08-21,Tienda,Masivo
C02950,Elvira Vázquez Oliver,21.0,F,Lima,San Isidro,2022-08-21,Tienda,Masivo
C00842,Mireia Cornejo Solís,58.0,F,Lima,San Isidro,2022-08-21,Tienda,Masivo
C04443,Adán Tolosa Escobar,26.0,M,Lima,Surco,2022-08-21,Tienda,Masivo
C03610,Jenaro Herranz Millán,55.0,F,Piura,Piura,2022-08-21,App,Masivo
C06164,María Pilar Sotelo-Heras,53.0,F,Arequipa,Yanahuara,2022-08-21,App,Preferente
C00447,Ricardo Iniesta Suarez,20.0,F,Lima,Los Olivos,2022-08-21,Tienda,Premium
C06048,Heraclio Barbero Talavera,36.0,F,Trujillo,La Esperanza,2022-08-21,Tienda,Preferente
C01228,Buenaventura Vicente Caro,41.0,M,Trujillo,El Porvenir,2022-08-22,Tienda,Preferente
C07575,Elba Valverde,59.0,M,Lima,Surco,2022-08-22,Tienda,Preferente
C14655,Adolfo Baeza Alfaro,59.0,F,Lima,Miraflores,2022-08-22,Web,Masivo
C08840,Manu Yuste Goñi,31.0,F,Lima,Miraflores,2022-08-22,Web,Preferente
C11977,José Mari Vives,29.0,M,Lima,Los Olivos,2022-08-22,Web,Masivo
C01804,Ricarda Vergara Barrio,26.0,M,Trujillo,La Esperanza,2022-08-22,Tienda,Masivo
C14750,Amada Sales Olivé,30.0,M,Lima,Ate,2022-08-23,Tienda,Masivo
C13077,Alejandro Acedo,58.0,M,Lima,San Isidro,2022-08-23,Tienda,Masivo
C12135,Sandalio del Arregui,38.0,M,Trujillo,Trujillo,2022-08-23,Tienda,Masivo
C11552,Nilo Montenegro-Ramírez,36.0,F,Arequipa,Cercado,2022-08-23,Tienda,Masivo
C10626,Patricia Giralt,29.0,F,Cusco,San Sebastian,2022-08-23,Tienda,Masivo
C07792,Evelia del Cerezo,48.0,F,Lima,San Isidro,2022-08-23,Web,Preferente
C02464,Almudena Rocha Sainz,39.0,F,Lima,Surco,2022-08-23,Web,Masivo
C12759,Eladio del Carreño,38.0,M,Lima,Comas,2022-08-24,Web,Masivo
C06210,Pascual Tovar-Cifuentes,40.0,M,Trujillo,La Esperanza,2022-08-24,Web,Premium
C11876,Marino Bermúdez,28.0,F,Trujillo,El Porvenir,2022-08-24,Tienda,Masivo
C07288,Sandra Terrón Gonzalo,49.0,F,Trujillo,Victor Larco,2022-08-24,Web,Preferente
C00674,Jordana del Baquero,32.0,F,Arequipa,Yanahuara,2022-08-25,Tienda,Masivo
C06871,Marita Briones-Hoyos,41.0,F,Trujillo,Victor Larco,2022-08-25,App,Masivo
C10965,Felix Ríos Aramburu,43.0,F,Lima,Ate,2022-08-25,Web,Masivo
C03616,Damián de Landa,40.0,F,Arequipa,Yanahuara,2022-08-25,Tienda,Masivo
C13595,Iván Lago-Gárate,53.0,M,Lima,San Isidro,2022-08-25,,Preferente
C11254,Leire María Luisa Pons Aller,32.0,M,Lima,Surco,2022-08-25,Tienda,Masivo
C03705,Trinidad de Morante,23.0,M,Lima,Comas,2022-08-26,Tienda,Premium
C09468,Malena Múñiz Contreras,43.0,M,Lima,Ate,2022-08-26,Tienda,Masivo
C11290,Bernabé Jordá,22.0,No especificado,Trujillo,El Porvenir,2022-08-26,Web,Masivo
C06685,Itziar Ortiz,26.0,M,Arequipa,Socabaya,2022-08-26,Tienda,Masivo
C02596,Loreto Ferrero Nogués,42.0,M,Arequipa,Cayma,2022-08-26,Tienda,Masivo
C13894,Gervasio Echeverría Paniagua,44.0,No especificado,Lima,Comas,2022-08-26,Tienda,Masivo
C03965,Joan Aurelio Campos Giralt,38.0,M,Arequipa,Cercado,2022-08-27,Web,Preferente
C14810,Paloma Aroca Pellicer,51.0,M,Trujillo,Trujillo,2022-08-27,App,Masivo
C01681,Felicia Leiva Bernal,40.0,F,Piura,Piura,2022-08-27,App,Preferente
C12291,Marcio Bustos Mármol,42.0,F,Arequipa,Cercado,2022-08-27,Web,Masivo
C04510,Asdrubal Peñas Gomis,18.0,M,Trujillo,Trujillo,2022-08-27,Web,Masivo
C02169,Iker Martí Carrillo,31.0,F,Piura,Catacaos,2022-08-27,Web,Premium
C05719,Aurelia Roman Ugarte,44.0,F,Lima,Comas,2022-08-27,Tienda,Preferente
C03171,María Manuela Pastor Mora,36.0,M,Lima,Los Olivos,2022-08-27,Tienda,Masivo
C07441,Mario Andres Castelló,56.0,M,Lima,Miraflores,2022-08-28,Web,Masivo
C01117,Zacarías Federico Arteaga Segura,34.0,F,Trujillo,La Esperanza,2022-08-28,Tienda,Premium
C13377,Diana Pozo-Galán,49.0,M,Lima,Comas,2022-08-28,Web,Masivo
C11513,Marciano del Colom,43.0,F,Lima,Los Olivos,2022-08-28,Web,Masivo
C07411,Eva María Castro-Sosa,36.0,F,Piura,Veintiseis de Octubre,2022-08-28,Web,Masivo
C09854,Natanael de Cid,21.0,M,Arequipa,Yanahuara,2022-08-28,App,Masivo
C12086,Anselma del Chico,41.0,F,Lima,Comas,2022-08-28,Tienda,Premium
C02630,Raimundo Abad Rosselló,34.0,F,Piura,Castilla,2022-08-28,Web,Preferente
C04192,Rosalina Fuentes Rocha,36.0,F,Lima,Ate,2022-08-28,Web,Masivo
C13817,Eusebia Calleja Arregui,47.0,No especificado,Lima,Miraflores,2022-08-28,App,Masivo
C04418,Eloísa Ibarra Zapata,41.0,F,Lima,Ate,2022-08-29,Web,Masivo
C11868,Horacio Alemán Rodrigo,18.0,M,Arequipa,Cayma,2022-08-29,Tienda,Masivo
C12011,Obdulia Catalina Salamanca Gutierrez,,F,Arequipa,Socabaya,2022-08-29,Tienda,Masivo
C10164,Jose Ramón Carreño Álvarez,44.0,F,Arequipa,Cercado,2022-08-29,Tienda,Masivo
C13924,Fátima Izquierdo,37.0,F,Lima,Ate,2022-08-29,Tienda,Premium
C02691,Mirta Tapia,48.0,F,Lima,San Isidro,2022-08-29,Tienda,Preferente
C12491,Basilio de Calleja,30.0,M,Arequipa,Yanahuara,2022-08-29,App,Masivo
C14213,Noa Pombo,36.0,F,Trujillo,Trujillo,2022-08-29,Tienda,Masivo
C01193,Jimena Pinedo Alvarado,46.0,F,Arequipa,Yanahuara,2022-08-29,Tienda,Premium
C03210,Francisco Javier de Castro,39.0,M,Lima,Surco,2022-08-29,Tienda,Masivo
C11565,Anselmo Barriga Barrena,47.0,F,Trujillo,La Esperanza,2022-08-29,Tienda,Masivo
C09626,Adoración Muñoz-Baeza,50.0,M,Lima,Surco,2022-08-30,Tienda,Masivo
C00122,Pancho Espejo Cruz,39.0,M,Cusco,San Sebastian,2022-08-30,Tienda,Masivo
C11429,Graciana Carrillo,48.0,F,Trujillo,Trujillo,2022-08-30,Tienda,Masivo
C00679,Iker Casanovas Amores,18.0,F,Trujillo,Trujillo,2022-08-30,App,Masivo
C08761,América Ángel,39.0,F,Lima,San Isidro,2022-08-30,Tienda,Masivo
C11409,Martin Palau Solera,57.0,M,Arequipa,Cercado,2022-08-31,App,Masivo
C01773,Pascual Campo Contreras,51.0,F,Arequipa,Cercado,2022-08-31,Tienda,Masivo
C07459,Cristina Roman Quintana,18.0,M,Lima,San Isidro,2022-08-31,App,Masivo
C14049,Sergio Girón-Cañas,47.0,F,Lima,Ate,2022-08-31,Web,Masivo
C06633,Tatiana Serra Mata,52.0,M,Cusco,San Sebastian,2022-08-31,Tienda,Masivo
C05622,Yolanda Luna Nogueira,26.0,M,Lima,Miraflores,2022-08-31,Tienda,Preferente
C01690,Inmaculada Castejón Arellano,33.0,M,Arequipa,,2022-09-01,Tienda,Masivo
C09089,Gerónimo Miranda-Estrada,,F,Lima,Surco,2022-09-01,Tienda,Masivo
C09396,Adela Alvarez Vidal,42.0,F,Lima,Surco,2022-09-01,Tienda,Masivo
C11263,Alonso Osuna Baños,59.0,M,Lima,Surco,2022-09-01,Web,Masivo
C03599,Felix Perera Casas,25.0,M,Lima,Comas,2022-09-01,Tienda,Masivo
C01447,Charo Barrena Aragonés,24.0,M,Lima,Surco,2022-09-02,Tienda,Masivo
C06959,Tania Baquero,31.0,M,Arequipa,Socabaya,2022-09-02,Web,Masivo
C04792,Asunción Castillo Chamorro,29.0,M,Arequipa,Cercado,2022-09-02,Tienda,Masivo
C04703,Catalina Brunilda Valls Ángel,29.0,M,Lima,Surco,2022-09-02,App,Premium
C03473,Anselma Valenciano Pastor,38.0,M,Lima,Ate,2022-09-02,App,Preferente
C02817,Paulina Galán Fernandez,28.0,F,Cusco,Cusco,2022-09-02,Tienda,Masivo
C07822,Raúl de González,28.0,F,Lima,Comas,2022-09-02,Tienda,Masivo
C03901,Cayetana Reyna Arcos Morell,49.0,No especificado,Cusco,San Sebastian,2022-09-03,Web,Masivo
C05944,Alcides Rius Sebastián,22.0,M,Cusco,San Sebastian,2022-09-03,App,Masivo
C09143,Azahara Valera Soler,30.0,M,Lima,San Isidro,2022-09-03,Web,Masivo
C13680,Pánfilo Adelardo Gras Barragán,39.0,F,Lima,Miraflores,2022-09-03,Tienda,Masivo
C01710,Montserrat Vazquez Vigil,42.0,No especificado,Trujillo,El Porvenir,2022-09-03,Web,Masivo
C11133,Olivia Alonso,57.0,F,Lima,Surco,2022-09-03,Web,Masivo
C05240,Cloe Pareja Perales,18.0,F,Cusco,Cusco,2022-09-03,Tienda,Masivo
C06862,Leonor Sáenz Quevedo,48.0,M,Lima,Miraflores,2022-09-03,Web,Preferente
C02740,Pepe Perelló Vicens,33.0,M,Lima,San Isidro,2022-09-03,Tienda,Masivo
C04579,Florina Criado-Uribe,38.0,M,Trujillo,Trujillo,2022-09-04,Web,Preferente
C04071,Jose Vigil,47.0,M,Trujillo,El Porvenir,2022-09-04,Tienda,Preferente
C01781,Beatriz Canales-Aguirre,32.0,F,Lima,Comas,2022-09-04,App,Masivo
C03847,Ema Carbonell-Vicente,29.0,M,Cusco,San Jeronimo,2022-09-04,Web,Masivo
C03627,Julie de Alcántara,21.0,M,Lima,Miraflores,2022-09-04,App,Masivo
C09782,Gaspar Hierro Arévalo,36.0,M,Lima,Ate,2022-09-04,Tienda,Premium
C12063,Albino Jara Giner,45.0,F,Piura,Veintiseis de Octubre,2022-09-04,Tienda,Premium
C01680,María Luisa Cano Carpio,22.0,F,Trujillo,La Esperanza,2022-09-04,Tienda,Premium
C05174,Fabián Frutos Fuertes,77.0,M,Lima,San Isidro,2022-09-05,Tienda,Preferente
C01840,Lina Grau Bello,46.0,M,Trujillo,El Porvenir,2022-09-05,Tienda,Masivo
C09382,Pastor Armas-Garzón,25.0,F,Arequipa,Cayma,2022-09-05,Tienda,Preferente
C04216,Reyes Celia Conde Navarro,44.0,M,Lima,Surco,2022-09-05,Tienda,Masivo
C02388,Francisco del Torrijos,42.0,F,Lima,San Isidro,2022-09-05,Tienda,Masivo
C09019,Anastasia Checa Ibañez,45.0,M,Lima,Los Olivos,2022-09-05,App,Masivo
C00915,Loreto Luis Ángel Franch Barba,,M,Arequipa,Cercado,2022-09-05,Tienda,Masivo
C05959,Abril Río Estevez,42.0,M,Arequipa,Socabaya,2022-09-05,Tienda,Masivo
C00607,Ruben Ríos Giménez,45.0,F,Piura,Castilla,2022-09-06,Tienda,Premium
C09169,Raquel Arribas Peiró,21.0,M,Lima,Miraflores,2022-09-06,,Masivo
C08475,Vanesa Cárdenas-Garmendia,20.0,F,Lima,Miraflores,2022-09-06,Tienda,Masivo
C00608,Nélida Romero,37.0,F,Arequipa,Cayma,2022-09-06,Tienda,Masivo
C05717,Perla Pujadas Barón,51.0,F,Lima,Ate,2022-09-06,Web,Premium
C08358,Alexandra Cerro Lara,54.0,F,Piura,Piura,2022-09-06,Web,Preferente
C02687,Lucas Amaya-Comas,27.0,F,Lima,Los Olivos,2022-09-06,Web,Masivo
C06698,Julieta Toledo Sedano,42.0,F,Lima,Comas,2022-09-06,App,Masivo
C02809,Sosimo Abellán Salcedo,34.0,M,Trujillo,La Esperanza,2022-09-06,Tienda,Masivo
C12777,Joel Cabanillas Bustamante,43.0,M,Piura,Catacaos,2022-09-07,Tienda,Masivo
C06508,Julieta Llabrés Corominas,44.0,M,Lima,San Isidro,2022-09-07,Tienda,Masivo
C04810,Ariel Rincón Escolano,36.0,F,Lima,Los Olivos,2022-09-07,Tienda,Masivo
C04344,Juan Antonio Elorza Vall,22.0,F,Lima,Los Olivos,2022-09-07,Tienda,Masivo
C13744,Rebeca Feijoo Marcos,26.0,F,Lima,San Isidro,2022-09-07,Tienda,Masivo
C13919,Glauco Luís,42.0,M,Trujillo,Trujillo,2022-09-07,Tienda,Masivo
C14835,Lucila Jordá Ortega,22.0,M,Piura,Castilla,2022-09-08,Tienda,Masivo
C11076,Ismael Varela Pinto,32.0,M,Cusco,Wanchaq,2022-09-08,Tienda,Masivo
C12282,Petrona Iniesta Aguiló,47.0,M,Cusco,San Sebastian,2022-09-08,Web,Masivo
C01365,Begoña Rivera Ballester,36.0,F,Piura,Veintiseis de Octubre,2022-09-08,Web,Masivo
C14058,Eladio Marcos Adadia,54.0,M,Lima,Miraflores,2022-09-08,Web,Masivo
C11412,Fulgencio Acevedo Chaparro,33.0,F,Lima,Comas,2022-09-08,Tienda,Masivo
C02247,Maximino Sevilla Fuertes,32.0,M,Lima,Ate,2022-09-09,Tienda,Masivo
C11442,Miriam Saldaña Rocha,39.0,No especificado,Trujillo,El Porvenir,2022-09-09,Tienda,Masivo
C03033,Esther Chacón Alcalá,52.0,M,Lima,Ate,2022-09-09,Tienda,Masivo
C09335,Julio César Godoy,49.0,M,Lima,Comas,2022-09-09,Web,Masivo
C02491,Ofelia Rovira Cortina,38.0,F,Trujillo,Victor Larco,2022-09-09,Tienda,Preferente
C03340,Ileana Folch,57.0,M,Arequipa,Cayma,2022-09-09,Tienda,Preferente
C02671,Jordi Rodríguez Tomé,25.0,F,Lima,San Isidro,2022-09-09,App,Masivo
C06647,Graciana Robles Saavedra,42.0,F,Arequipa,Yanahuara,2022-09-10,App,Preferente
C06472,Morena Cepeda Lobo,62.0,F,Arequipa,Cercado,2022-09-10,Tienda,Masivo
C13063,Patricia Costa Bonet,20.0,M,Lima,San Isidro,2022-09-10,Tienda,Masivo
C02057,Benjamín Requena Fabregat,23.0,F,Lima,San Isidro,2022-09-10,Web,Masivo
C11251,Juanito Gimeno Coca,50.0,F,Lima,Surco,2022-09-10,Tienda,Preferente
C06138,Aránzazu Benitez-Río,41.0,F,Cusco,San Sebastian,2022-09-10,Web,Preferente
C00909,Abigaíl Carrillo Angulo,46.0,M,Lima,Miraflores,2022-09-10,Web,Masivo
C14087,María Escrivá-Codina,35.0,F,Lima,Comas,2022-09-10,Web,Masivo
C12314,Ruth Prada-Yuste,24.0,M,Trujillo,Trujillo,2022-09-11,Tienda,Masivo
C11444,Albert Graciano Blasco Rivero,18.0,M,Cusco,Cusco,2022-09-11,Tienda,Masivo
C05862,Nydia Macías Corral,23.0,No especificado,Lima,Los Olivos,2022-09-11,Tienda,Premium
C08253,Chita Roca Manjón,44.0,F,Lima,,2022-09-11,App,Preferente
C06840,Maximiliano del Valle,52.0,M,Lima,Ate,2022-09-11,Tienda,Preferente
C14760,Dulce Céspedes Huguet,59.0,M,Lima,Ate,2022-09-11,Tienda,Preferente
C05655,Pepito Izquierdo-Colom,46.0,M,Lima,Miraflores,2022-09-11,,Masivo
C00784,Olivia del León,54.0,F,Trujillo,El Porvenir,2022-09-11,Tienda,Preferente
C02138,Eligio Julián Rivera Sosa,43.0,M,Lima,Ate,2022-09-11,Tienda,Masivo
C00260,Beatriz Nadal Manzanares,54.0,F,Trujillo,Trujillo,2022-09-12,App,Preferente
C08835,Narciso Soto Valenzuela,44.0,M,Arequipa,Cayma,2022-09-12,Tienda,Masivo
C05236,Eligio del Carballo,58.0,M,Arequipa,Yanahuara,2022-09-12,App,Masivo
C00320,Bernabé Castell,18.0,M,Lima,San Isidro,2022-09-12,App,Masivo
C13062,Gala Ariadna Iborra Céspedes,56.0,M,Piura,Catacaos,2022-09-12,App,Premium
C14640,Eugenio Requena Grau,33.0,M,Lima,Miraflores,2022-09-12,Web,Masivo
C14904,Patricia Peláez Perea,44.0,M,Piura,,2022-09-13,Tienda,Masivo
C06856,Luisa Trillo Porta,49.0,M,Lima,Ate,2022-09-13,Tienda,Preferente
C01591,Saturnina Domínguez Ojeda,73.0,F,Lima,Los Olivos,2022-09-13,Tienda,Masivo
C06018,Aitana Calista Caro Gomila,48.0,F,Lima,Comas,2022-09-13,Tienda,Masivo
C06222,Lupe Chamorro Palacios,43.0,F,Lima,Comas,2022-09-13,App,Masivo
C09629,Toribio Ibáñez Larrañaga,53.0,M,Lima,Ate,2022-09-13,,Preferente
C13454,Hipólito Corral-Fabregat,34.0,F,Lima,Ate,2022-09-13,Web,Masivo
C12792,Donato Gervasio Bello Jover,19.0,F,Arequipa,Cercado,2022-09-13,App,Masivo
C06276,Ruy Castell Uriarte,45.0,F,Lima,,2022-09-13,Tienda,Premium
C09392,Amparo Azorin Valentín,19.0,M,Trujillo,La Esperanza,2022-09-14,Tienda,Premium
C12559,Pastor Marc Roura Castelló,24.0,F,Cusco,Cusco,2022-09-14,Tienda,Masivo
C13846,María José Isern Boix,36.0,F,Piura,Piura,2022-09-14,Tienda,Masivo
C09120,Javier Antúnez,23.0,M,Lima,Surco,2022-09-14,Tienda,Masivo
C09603,Micaela Riba Ferrán,47.0,F,Lima,Los Olivos,2022-09-15,App,Masivo
C05943,Azahar Diego Sandoval,18.0,M,Piura,Castilla,2022-09-15,App,Preferente
C04136,Yolanda Llorens Guillen,18.0,F,Lima,Los Olivos,2022-09-15,Web,Masivo
C05897,Miguel Ángel Edgardo Pons Angulo,33.0,M,Cusco,Cusco,2022-09-15,App,Preferente
C05678,Juan Bautista Calatayud-Fabra,60.0,F,Lima,Ate,2022-09-15,Tienda,Masivo
C12771,Jenaro Giner Jódar,39.0,F,Arequipa,Cayma,2022-09-15,Tienda,Preferente
C06219,Mauricio Ernesto Velasco Villegas,37.0,M,Arequipa,Cayma,2022-09-15,Web,Masivo
C01552,Jose Ignacio Mateos Llobet,43.0,M,Lima,Miraflores,2022-09-15,Tienda,Preferente
C09876,Manuelita Escribano-Balaguer,,F,Lima,San Isidro,2022-09-16,Web,Premium
C01158,Consuela Huertas-Posada,42.0,No especificado,Trujillo,Trujillo,2022-09-16,Tienda,Masivo
C08077,Hector Otero Laguna,52.0,F,Trujillo,Trujillo,2022-09-16,Web,Masivo
C00348,Borja del Tamarit,27.0,M,Trujillo,Trujillo,2022-09-16,App,Masivo
C07743,Fernanda Bastida,51.0,M,Lima,Ate,2022-09-16,Tienda,Masivo
C08813,Celso Amador Artigas,55.0,M,Lima,Ate,2022-09-16,,Masivo
C03647,Melchor Roma Canales,43.0,F,Trujillo,Victor Larco,2022-09-16,Tienda,Masivo
C04533,Haydée de Tolosa,35.0,M,Lima,Comas,2022-09-16,Tienda,Masivo
C10000,Lucio Castrillo Pavón,47.0,F,Lima,Surco,2022-09-16,Tienda,Preferente
C12250,Alexandra Pino Cerezo,47.0,F,Lima,Surco,2022-09-16,Tienda,Masivo
C03072,Gertrudis Micaela Verdejo Antúnez,56.0,F,Arequipa,Socabaya,2022-09-16,Tienda,Masivo
C11913,José Ángel Carballo Torrents,33.0,M,Arequipa,Cayma,2022-09-17,App,Masivo
C12428,Anastasia Porta Losa,23.0,F,Trujillo,El Porvenir,2022-09-17,Tienda,Masivo
C01150,Federico Tamayo Agustín,44.0,M,Lima,,2022-09-17,Tienda,Masivo
C14083,Trini Alba Carrera,61.0,M,Lima,Los Olivos,2022-09-17,Tienda,Preferente
C08376,Bernardo de Arana,41.0,M,Lima,Los Olivos,2022-09-17,Tienda,Masivo
C09518,Tere Cabrera Escribano,50.0,F,Trujillo,La Esperanza,2022-09-17,App,Preferente
C05251,Vasco Teo Moles Iriarte,49.0,M,Lima,Ate,2022-09-17,Tienda,Preferente
C13526,Paula Vilanova Narváez,29.0,F,Arequipa,Cayma,2022-09-17,Tienda,Masivo
C07352,Aurelia Soto Delgado,51.0,M,Lima,Comas,2022-09-17,Tienda,Preferente
C14664,Victoria Peña Ferrando,45.0,M,Trujillo,El Porvenir,2022-09-17,Tienda,Preferente
C03249,Isaac Tomás Catalá,49.0,M,Arequipa,Cayma,2022-09-17,Web,Masivo
C13425,Jenaro Aparicio Rios,42.0,F,Trujillo,El Porvenir,2022-09-18,Tienda,Masivo
C11476,Arsenio Fernando Ferreras Bustos,57.0,F,Arequipa,Yanahuara,2022-09-18,App,Masivo
C12038,Luisina Lladó Iglesia,44.0,M,Piura,Castilla,2022-09-18,Tienda,Preferente
C07873,Matías González Piñol,32.0,F,Lima,San Isidro,2022-09-18,Web,Masivo
C02989,Victor del Cazorla,37.0,F,Piura,Veintiseis de Octubre,2022-09-18,Tienda,Masivo
C12969,Eduardo Duque Iniesta,,F,Lima,San Isidro,2022-09-18,Tienda,Masivo
C08044,Candelas Quirós Milla,40.0,No especificado,Cusco,San Sebastian,2022-09-18,Tienda,Masivo
C00496,Sancho Carbonell Escolano,19.0,F,Trujillo,Victor Larco,2022-09-19,Web,Masivo
C07062,Yolanda Llanos-Zabaleta,24.0,M,Arequipa,Socabaya,2022-09-19,App,Masivo
C05925,Juan José Abascal Zaragoza,48.0,F,Lima,Los Olivos,2022-09-20,Tienda,Masivo
C01199,Reina Huertas Zurita,48.0,M,Lima,Surco,2022-09-20,App,Premium
C03221,Lupe Gregorio Baquero Vélez,25.0,F,Piura,Castilla,2022-09-20,Web,Masivo
C02815,Luciano Morera Seco,36.0,M,Lima,Los Olivos,2022-09-20,Tienda,Masivo
C01268,Jovita Cobo,54.0,M,Arequipa,Cayma,2022-09-20,App,Premium
C03781,Reynaldo Sandoval Roldan,36.0,M,Lima,Los Olivos,2022-09-20,Tienda,Masivo
C03745,Antonia Ale Perales Boix,42.0,F,Trujillo,El Porvenir,2022-09-20,App,Masivo
C04026,Cesar del Moll,61.0,M,Piura,,2022-09-20,Web,Preferente
C10160,Ramón Plaza Carbó,52.0,F,Piura,Veintiseis de Octubre,2022-09-21,Tienda,Masivo
C12649,Tadeo Marin,50.0,M,Arequipa,Cercado,2022-09-21,Tienda,Masivo
C01040,Joaquina Toro Nadal,49.0,M,Lima,Los Olivos,2022-09-21,Web,Masivo
C05046,Natalio Asenjo Elorza,44.0,M,Lima,Los Olivos,2022-09-21,App,Masivo
C07261,Darío Pancho Cornejo Alfonso,39.0,M,Piura,Piura,2022-09-21,Tienda,Premium
C10824,Julia Ortuño Bas,40.0,F,Trujillo,El Porvenir,2022-09-21,Tienda,Masivo
C05683,Nélida Montero Vega,46.0,M,Cusco,Wanchaq,2022-09-21,Tienda,Masivo
C02955,Íñigo Guzmán Solís,38.0,M,Arequipa,Yanahuara,2022-09-21,App,Preferente
C13995,Ruperta Valera Mateos,53.0,M,Arequipa,Yanahuara,2022-09-21,App,Masivo
C01852,Viviana Rosado Caparrós,38.0,F,Trujillo,El Porvenir,2022-09-21,App,Masivo
C02870,Anita Haro Andrade,37.0,M,Cusco,Wanchaq,2022-09-21,Tienda,Preferente
C12991,Chelo Malena Peralta Ayllón,44.0,M,Lima,San Isidro,2022-09-22,App,Masivo
C12605,Marco Taboada Carro,27.0,M,Piura,Veintiseis de Octubre,2022-09-22,Tienda,Masivo
C05126,Montserrat Samper Ayuso,40.0,F,Lima,Los Olivos,2022-09-22,App,Masivo
C10375,Juan Francisco Salvador Juárez,18.0,F,Trujillo,Trujillo,2022-09-22,Tienda,Masivo
C14178,Nacio Ojeda,41.0,F,Arequipa,Cayma,2022-09-22,Web,Masivo
C06911,Valeria Luna Villalba,20.0,F,Piura,Catacaos,2022-09-22,Tienda,Masivo
C06375,Natalia Escrivá Valenciano,46.0,M,Piura,Piura,2022-09-22,Web,Masivo
C06197,Maxi Garcia Manso,32.0,M,Arequipa,Cercado,2022-09-22,App,Masivo
C10247,Félix Pulido,32.0,M,Piura,Castilla,2022-09-23,Tienda,Masivo
C00890,Maximino Manzanares Ricart,,M,Lima,San Isidro,2022-09-23,Web,Masivo
C11477,Tiburcio Borrego Prado,18.0,M,Trujillo,Victor Larco,2022-09-23,App,Masivo
C01651,Octavia Barrios-Fiol,38.0,M,Trujillo,La Esperanza,2022-09-23,Tienda,Preferente
C02423,Chuy Pou Ferrán,40.0,F,Lima,Los Olivos,2022-09-23,Tienda,Masivo
C00222,Delfina de Montenegro,49.0,F,Piura,Veintiseis de Octubre,2022-09-24,Tienda,Preferente
C07285,Perla Gibert,55.0,M,Trujillo,Victor Larco,2022-09-24,Tienda,Masivo
C13528,Rosalinda Aguilar,45.0,F,Piura,Catacaos,2022-09-24,Tienda,Masivo
C00736,Brígida Estevez Rocamora,49.0,F,Lima,,2022-09-24,Web,Premium
C01957,Macarena Ramis-Lladó,47.0,M,Trujillo,Victor Larco,2022-09-24,Tienda,Masivo
C08039,Yaiza Belda-Riquelme,19.0,M,Lima,Surco,2022-09-25,Tienda,Masivo
C08722,Íngrid Sarmiento Crespi,49.0,M,Trujillo,El Porvenir,2022-09-25,App,Premium
C04328,Tito Múñiz Rius,36.0,F,Arequipa,Yanahuara,2022-09-25,Tienda,Masivo
C03393,Mar Duran Moraleda,30.0,F,Arequipa,Socabaya,2022-09-25,Web,Premium
C04783,Emiliano Pomares,35.0,F,Lima,Los Olivos,2022-09-25,Tienda,Premium
C11510,Encarnación Carmina Arce Mayo,59.0,M,Piura,Catacaos,2022-09-26,Tienda,Masivo
C11069,Alfonso Casas Ortuño,19.0,M,Cusco,San Sebastian,2022-09-26,Tienda,Masivo
C10128,Jerónimo Fajardo Hernández,35.0,F,Lima,Ate,2022-09-26,Web,Premium
C10356,Paco Mauricio Batalla Gonzalez,42.0,F,Arequipa,Cercado,2022-09-26,Tienda,Preferente
C06612,Azahara Moya Viñas,42.0,M,Piura,Castilla,2022-09-26,App,Masivo
C13168,Joaquín Valenciano-Berenguer,21.0,F,Trujillo,El Porvenir,2022-09-26,Tienda,Preferente
C09768,Salud Tamarit Vives,45.0,M,Lima,Los Olivos,2022-09-26,App,Masivo
C12376,Alejo Meléndez Medina,43.0,F,Lima,Comas,2022-09-26,Tienda,Masivo
C07264,Angelina Gil,63.0,F,Trujillo,Trujillo,2022-09-27,Tienda,Masivo
C13873,Paulino Vinicio Villaverde Hernández,31.0,F,Cusco,San Sebastian,2022-09-27,Tienda,Masivo
C01788,Bernabé Valentín Duque,57.0,M,Arequipa,Socabaya,2022-09-27,Tienda,Masivo
C10740,Rico Sevilla,28.0,F,Lima,Miraflores,2022-09-27,Tienda,Masivo
C03392,Jonatan Morales Gelabert,29.0,M,Lima,Miraflores,2022-09-28,Tienda,Masivo
C09526,Toribio Aragón Andrade,52.0,M,Lima,Ate,2022-09-28,App,Masivo
C04365,Lilia Melero Araujo,61.0,M,Lima,San Isidro,2022-09-28,Tienda,Preferente
C05844,Maximiano Heredia Luís,30.0,M,Trujillo,El Porvenir,2022-09-28,Tienda,Masivo
C00928,Soledad Hierro Fajardo,18.0,M,Arequipa,Cercado,2022-09-28,,Masivo
C03188,Jose Ramón Crespo Alcántara,59.0,F,Arequipa,Cayma,2022-09-28,Web,Masivo
C03164,Otilia López Aguirre,74.0,F,Arequipa,Cayma,2022-09-28,Tienda,Masivo
